"","National Savings & Investments - Prize winners October 2021","","","","","",""
"","","","","","","",""
"","Prize Value","Winning Bond NO.","","Total V of Holding","Area","Val of Bond","Dt of Pur"
"","1000.0","144EP394355","","30225.0","Essex","5000.0","39717.0"
"","1000.0","372SH778527","","50000.0","Norfolk","47988.0","43755.0"
"","1000.0","265JR064773","","50000.0","Inner London","20000.0","42397.0"
"","1000.0","50ZT339143","","20000.0","Croydon","5000.0","35431.0"
"","1000.0","332VX049420","","50000.0","Greater Manchester","4000.0","43269.0"
"","1000.0","193XP616050","","37451.0","Kirklees","3000.0","41078.0"
"","1000.0","462XV789319","","41100.0","Hampshire and Isle of Wight","41000.0","44389.0"
"","1000.0","144JN571735","","50000.0","Preston","5000.0","39722.0"
"","1000.0","393NZ697003","","9000.0","Reading","2000.0","43965.0"
"","1000.0","464FM894535","","50000.0","Essex","19350.0","44402.0"
"","1000.0","445VG093354","","50000.0","Derbyshire","50000.0","44277.0"
"","1000.0","283HM376725","","50000.0","Bedfordshire","20000.0","42648.0"
"","1000.0","352VW550921","","50000.0","Greater Manchester","20000.0","43517.0"
"","1000.0","271AW789000","","26675.0","Nottingham","24900.0","42473.0"
"","1000.0","447QQ112069","","10550.0","Berkshire","4000.0","44286.0"
"","1000.0","310XM521411","","16000.0","Bromley","16000.0","42988.0"
"","1000.0","452YG779325","","37450.0","Leeds","32450.0","44319.0"
"","1000.0","182QJ475201","","22650.0","Berkshire","17600.0","40746.0"
"","1000.0","301DZ777272","","50000.0","Surrey","49000.0","42853.0"
"","1000.0","357MD078529","","20650.0","Bristol","20000.0","43571.0"
"","1000.0","425JD230723","","25475.0","West Sussex","5000.0","44165.0"
"","1000.0","437FE483546","","25020.0","Hampshire and Isle of Wight","15000.0","44231.0"
"","1000.0","42SK347429","","29000.0","Essex","5000.0","34943.0"
"","1000.0","278WF487071","","50000.0","Berkshire","20000.0","42595.0"
"","1000.0","432JS047356","","50000.0","North Yorkshire","20000.0","44210.0"
"","1000.0","395JE771968","","50000.0","Devon","10925.0","43976.0"
"","1000.0","458WX113782","","47250.0","Hampshire and Isle of Wight","20000.0","44362.0"
"","1000.0","113TD586128","","50000.0","West Sussex","2000.0","38940.0"
"","1000.0","349DE409013","","18125.0","Kent","18000.0","43474.0"
"","1000.0","356PE829834","","40000.0","Bromley","10000.0","43558.0"
"","1000.0","446RL159661","","45050.0","West Sussex","35000.0","44283.0"
"","1000.0","182VX398985","","30130.0","Wiltshire","10000.0","40753.0"
"","1000.0","326DJ780953","","30000.0","Manchester","30000.0","43180.0"
"","1000.0","444KM071093","","45000.0","Bromley","11000.0","44271.0"
"","1000.0","431HN946935","","10075.0","Glasgow, City of","10000.0","44204.0"
"","1000.0","168XB233466","","25019.0","Norfolk","1000.0","40327.0"
"","1000.0","345EJ932328","","50000.0","East Sussex","10000.0","43420.0"
"","1000.0","400AD321666","","50000.0","Derbyshire","49000.0","44007.0"
"","1000.0","203LB416016","","16013.0","Edinburgh","5000.0","41347.0"
"","1000.0","348CW175579","","10000.0","Highlands and Islands","10000.0","43462.0"
"","1000.0","277JG087378","","43075.0","London","10000.0","42576.0"
"","1000.0","138BZ635130","","2300.0","Devon","1000.0","39556.0"
"","1000.0","416WH433002","","50000.0","West Sussex","10000.0","44114.0"
"","1000.0","306AS614758","","50000.0","Berkshire","30000.0","42922.0"
"","1000.0","139NZ299201","","10005.0","Cumbria","5000.0","39601.0"
"","1000.0","415JD805878","","50000.0","York","10000.0","44104.0"
"","1000.0","192SD951691","","11125.0","Hertfordshire","10000.0","41028.0"
"","1000.0","409KM203023","","50000.0","Inner London","5000.0","44067.0"
"","1000.0","448PF152803","","50000.0","Inner London","50000.0","44293.0"
"","1000.0","326PD314655","","20825.0","Cambridgeshire","20000.0","43186.0"
"","1000.0","151BJ019229","","35000.0","Cardiff","5000.0","39849.0"
"","1000.0","380AR774018","","50000.0","Essex","50000.0","43840.0"
"","1000.0","171FM187833","","30000.0","Cambridgeshire","5000.0","40396.0"
"","1000.0","233GD349786","","42875.0","Mid Scotland and Fife","5000.0","41928.0"
"","1000.0","388GH479820","","50000.0","East Sussex","25.0","43922.0"
"","1000.0","190YE006797","","50000.0","Bristol, City of","12500.0","40986.0"
"","1000.0","399AG183169","","50000.0","Devon","50000.0","44001.0"
"","1000.0","365AJ089376","","2045.0","Inner London","250.0","43670.0"
"","1000.0","410NQ529513","","30925.0","Leicestershire","30625.0","44071.0"
"","1000.0","448SN664308","","40546.0","Devon","22000.0","44294.0"
"","1000.0","427VZ379166","","49070.0","Croydon","3000.0","44180.0"
"","1000.0","76SE971481","","27574.0","East Riding of Yorkshire","5000.0","37257.0"
"","1000.0","268ZJ123699","","50000.0","Reading","20000.0","42445.0"
"","1000.0","454XA530822","","25351.0","Buckinghamshire","10000.0","44330.0"
"","1000.0","410NY063625","","14125.0","Bridgend and Neath Port Talbot","6000.0","44071.0"
"","1000.0","416RZ870079","","43300.0","Inner London","23000.0","44112.0"
"","1000.0","122XN960100","","50000.0","South West Wales","1000.0","39115.0"
"","1000.0","297DB930741","","50000.0","Northamptonshire","5000.0","42799.0"
"","1000.0","1XV115961","","10550.0","County Durham","5000.0","38087.0"
"","1000.0","443BA911419","","50000.0","Staffordshire","38975.0","44262.0"
"","1000.0","468ZV372921","","33029.0","Outer London","10980.0","44438.0"
"","1000.0","443YG437348","","50000.0","Buckinghamshire","16000.0","44267.0"
"","1000.0","177GH266510","","48000.0","Essex","5000.0","40571.0"
"","1000.0","388AB883115","","45175.0","Stoke-On-Trent","15000.0","43921.0"
"","1000.0","217YA087803","","5000.0","Surrey","5000.0","41686.0"
"","1000.0","293HH685539","","35000.0","Hampshire and Isle of Wight","5000.0","42758.0"
"","1000.0","91DF362688","","11450.0","Suffolk","5000.0","35643.0"
"","1000.0","303XY285575","","48825.0","London","28775.0","42892.0"
"","1000.0","345CP494259","","50000.0","East Sussex","50000.0","43416.0"
"","1000.0","356KZ503114","","47000.0","West Yorkshire","40000.0","43557.0"
"","1000.0","406HQ862615","","50000.0","Cleveland","10000.0","44045.0"
"","1000.0","397WY765816","","5000.0","Hereford and Worcester","5000.0","43992.0"
"","1000.0","378PM370097","","50000.0","Greater Manchester","1000.0","43826.0"
"","1000.0","358CB320298","","50000.0","Dorset","1000.0","43580.0"
"","1000.0","147VZ700649","","50000.0","Essex","5000.0","39779.0"
"","1000.0","363FB283732","","50000.0","Greater Manchester","50000.0","43646.0"
"","1000.0","314GM754999","","50000.0","Hereford and Worcester","50000.0","43033.0"
"","1000.0","205JC826737","","50000.0","Suffolk","29989.0","41389.0"
"","1000.0","340NA853727","","50000.0","London","2300.0","43368.0"
"","1000.0","452MM873633","","24150.0","Stoke-On-Trent","4000.0","44316.0"
"","1000.0","421WP682911","","50000.0","Inner London","49975.0","44148.0"
"","1000.0","363CL337901","","25500.0","Surrey","25000.0","43644.0"
"","1000.0","242FB505944","","49429.0","Buckinghamshire","10000.0","42083.0"
"","1000.0","367AW295338","","45005.0","Sefton","45000.0","43693.0"
"","1000.0","383ZZ686454","","48615.0","West Sussex","5000.0","43884.0"
"","1000.0","106QQ321292","","11389.0","Preston","2000.0","38762.0"
"","1000.0","10HQ509586","","50000.0","North East Scotland","5000.0","38134.0"
"","1000.0","327GP826702","","12150.0","Berkshire","10000.0","43190.0"
"","1000.0","375LJ497045","","13212.0","Greater Manchester","1923.0","43788.0"
"","1000.0","460BJ518267","","40000.0","Surrey","40000.0","44363.0"
"","1000.0","72BB814880","","7001.0","Lancashire","5000.0","35521.0"
"","1000.0","164GN424014","","50000.0","Havering","1000.0","40207.0"
"","1000.0","261YH544160","","50000.0","Outer London","29700.0","42341.0"
"","1000.0","267LL871462","","50000.0","Devon","50000.0","42424.0"
"","1000.0","469FH459888","","50000.0","Edinburgh","49991.0","44439.0"
"","1000.0","246QG101317","","50000.0","Inner London","50000.0","42156.0"
"","1000.0","79AL772184","","45867.0","Surrey","1000.0","35977.0"
"","1000.0","61VG270461","","39200.0","Australia","5000.0","37438.0"
"","1000.0","309LQ379630","","50000.0","Outer London","50000.0","42970.0"
"","1000.0","275TJ330482","","50000.0","Wales","10000.0","42549.0"
"","1000.0","383GG185516","","30000.0","Wales","1000.0","43874.0"
"","1000.0","134QP381388","","3000.0","Wirral","2000.0","39437.0"
"","1000.0","298JB635976","","35500.0","Greater Manchester","35000.0","42816.0"
"","1000.0","16AR733791","","30000.0","Overseas","5000.0","37622.0"
"","1000.0","420NV569915","","45000.0","Southampton","20000.0","44138.0"
"","1000.0","207NL580828","","30000.0","Outer London","30000.0","41444.0"
"","1000.0","405SE723923","","50000.0","Norwich","15700.0","44042.0"
"","1000.0","201RS560595","","50000.0","West Sussex","7000.0","41303.0"
"","1000.0","323XF782499","","31600.0","Inner London","3500.0","43151.0"
"","1000.0","385JX381931","","50000.0","Lancashire","50000.0","43898.0"
"","1000.0","401CX291181","","5125.0","Devon","5000.0","44012.0"
"","1000.0","460KP932158","","49550.0","Hereford and Worcester","8000.0","44373.0"
"","1000.0","366XT456244","","50000.0","London","12000.0","43691.0"
"","1000.0","46PJ318869","","50000.0","London","1000.0","38317.0"
"","1000.0","338CT293477","","50000.0","Outer London","25000.0","43337.0"
"","1000.0","192GS254986","","50000.0","Humberside","500.0","41028.0"
"","1000.0","251AH120650","","48000.0","Outer London","20000.0","42194.0"
"","1000.0","232ZK844530","","50000.0","Lancashire","38000.0","41925.0"
"","1000.0","460WW136578","","6050.0","London","3000.0","44376.0"
"","1000.0","179TT633153","","15000.0","Kirklees","10000.0","40647.0"
"","1000.0","386SQ667430","","47175.0","South Yorkshire","20000.0","43913.0"
"","1000.0","340PD321758","","50000.0","Suffolk","19999.0","43368.0"
"","1000.0","2NA613414","","22500.0","South Scotland","5000.0","37043.0"
"","1000.0","294HJ288837","","50000.0","Edinburgh","4000.0","42766.0"
"","1000.0","213GX366546","","27575.0","Inner London","5000.0","41560.0"
"","1000.0","295PT895111","","50000.0","Inner London","27825.0","42782.0"
"","1000.0","203PX634696","","50000.0","Leicestershire","30000.0","41347.0"
"","1000.0","442NZ319931","","50000.0","Plymouth","50000.0","44252.0"
"","1000.0","261NB983454","","10500.0","Hereford and Worcester","10000.0","42338.0"
"","1000.0","325JX581572","","41375.0","Kent","15000.0","43170.0"
"","1000.0","429PL810434","","24826.0","Norwich","900.0","44194.0"
"","1000.0","429WT396950","","8000.0","Kent","600.0","44194.0"
"","1000.0","110QQ483615","","10109.0","South West Wales","5000.0","38861.0"
"","1000.0","451QZ511653","","50000.0","Preston","10000.0","44313.0"
"","1000.0","132LT602519","","1400.0","Warwickshire","500.0","39371.0"
"","1000.0","367YR055261","","16500.0","Lincolnshire","500.0","43704.0"
"","1000.0","43HH308763","","50000.0","Leicester","4325.0","36800.0"
"","1000.0","298VB912869","","50000.0","Hereford and Worcester","50000.0","42822.0"
"","1000.0","141HR462732","","29006.0","Southampton","5000.0","39659.0"
"","1000.0","218LD874458","","43395.0","Outer London","8000.0","41698.0"
"","1000.0","410CP348272","","11000.0","Kent","10000.0","44070.0"
"","1000.0","359HP362973","","30000.0","Outer London","30000.0","43591.0"
"","1000.0","269WH755888","","50000.0","Nottingham","4000.0","42458.0"
"","1000.0","467YV942589","","36050.0","Barnet","5000.0","44431.0"
"","1000.0","327TB456207","","50000.0","Northumberland","5000.0","43201.0"
"","1000.0","425PM629021","","49775.0","Bromley","2500.0","44165.0"
"","1000.0","378SB763896","","48575.0","Hampshire and Isle of Wight","20000.0","43828.0"
"","1000.0","326PJ341259","","50000.0","West Sussex","50000.0","43186.0"
"","1000.0","292TM973289","","50000.0","Lincolnshire","10000.0","42751.0"
"","1000.0","307XC914800","","10925.0","Northumberland","9000.0","42947.0"
"","1000.0","445CS004873","","50000.0","South Gloucestershire","9950.0","44275.0"
"","1000.0","344AZ958235","","20000.0","Devon","20000.0","43408.0"
"","1000.0","434TS668542","","49554.0","Wiltshire","40000.0","44222.0"
"","1000.0","365SY249760","","43000.0","Bristol, City of","20000.0","43677.0"
"","1000.0","401YJ004860","","30250.0","Tyne and Wear","12500.0","44018.0"
"","1000.0","382AZ055547","","16350.0","Surrey","100.0","43860.0"
"","1000.0","460RN321216","","50000.0","Devon","49996.0","44375.0"
"","1000.0","342KN355135","","35325.0","Avon","15000.0","43391.0"
"","1000.0","453JH635559","","20050.0","Overseas","20000.0","44298.0"
"","1000.0","298MW592688","","50000.0","Bromley","49975.0","42818.0"
"","1000.0","251FY883787","","50000.0","Inner London","50000.0","42200.0"
"","1000.0","396FN502797","","20000.0","Manchester","4000.0","43981.0"
"","1000.0","345ZD851032","","20175.0","Buckinghamshire","20000.0","43432.0"
"","1000.0","183TP337348","","7685.0","Gloucestershire","5000.0","40780.0"
"","1000.0","436MV601302","","10050.0","Hampshire and Isle of Wight","3920.0","44228.0"
"","1000.0","439KH562889","","50000.0","East Sussex","49999.0","44244.0"
"","1000.0","367TW383771","","30000.0","Hampshire and Isle of Wight","5000.0","43703.0"
"","1000.0","395VV162546","","50000.0","Cleveland","5000.0","43979.0"
"","1000.0","215RL072982","","38000.0","Wiltshire","8000.0","41639.0"
"","1000.0","204TZ005686","","40275.0","Somerset","2700.0","41376.0"
"","1000.0","440AT238324","","50000.0","Wales","27078.0","44247.0"
"","1000.0","429SE392437","","50000.0","Buckinghamshire","50000.0","44194.0"
"","1000.0","462NC001046","","50000.0","Bradford","49996.0","44385.0"
"","1000.0","400RZ726637","","50000.0","Somerset","49900.0","44011.0"
"","1000.0","465AA478760","","21000.0","Norwich","19500.0","44406.0"
"","1000.0","426MN656735","","20000.0","Wales","5000.0","44170.0"
"","1000.0","244DS199589","","29925.0","Kent","25000.0","42115.0"
"","1000.0","368PQ124477","","40005.0","Central Bedfordshire","30000.0","43710.0"
"","1000.0","250CD371591","","40000.0","Bristol, City of","10000.0","42184.0"
"","1000.0","420NP796205","","24275.0","Overseas","4000.0","44138.0"
"","1000.0","462QB538793","","46025.0","South Scotland","45975.0","44386.0"
"","1000.0","354XR591909","","45082.0","Berkshire","25.0","43542.0"
"","1000.0","185XM941086","","15001.0","Hampshire and Isle of Wight","15001.0","40842.0"
"","1000.0","246KB726931","","30000.0","South Scotland","20000.0","42154.0"
"","1000.0","426GX786242","","34200.0","Devon","27500.0","44169.0"
"","1000.0","340EY408401","","20550.0","Hertfordshire","9875.0","43364.0"
"","1000.0","466DH776199","","24150.0","Essex","10000.0","44414.0"
